food_item,weather,day_time,price
Fried Rice,Sunny,Lunch,191
Chicken Fried Rice,Sunny,Breakfast,215
Egg Fried Rice,Sunny,Lunch,169
Vegetable Fried Rice,Sunny,Lunch,161
Noodles,Sunny,Lunch,163
Chicken Noodles,Sunny,Dinner,194
Vegetable Noodles,Sunny,Lunch,160
Pasta Alfredo,Sunny,Lunch,220
Spicy Pasta,Sunny,Lunch,210
Mac & Cheese,Sunny,Lunch,210
Chicken Pizza,Sunny,Dinner,270
Beef Pizza,Sunny,Dinner,302
Veg Pizza,Sunny,Dinner,242
Margherita Pizza,Sunny,Dinner,251
BBQ Chicken Pizza,Sunny,Dinner,310
Beef Biryani,Sunny,Dinner,230
Chicken Biryani,Sunny,Dinner,210
Kacchi Biryani,Sunny,Dinner,294
Tehari,Sunny,Dinner,179
Khichuri,Sunny,Dinner,150
Mutton Curry,Sunny,Dinner,266
Chicken Curry,Sunny,Dinner,200
Beef Curry,Sunny,Dinner,224
Fish Curry,Sunny,Dinner,201
Dal,Sunny,Dinner,103
Mixed Vegetables,Sunny,Dinner,122
Butter Naan,Sunny,Dinner,39
Garlic Naan,Sunny,Dinner,49
Chapati,Sunny,Dinner,34
Grilled Chicken,Sunny,Dinner,246
Tandoori Chicken,Sunny,Dinner,270
Chicken Wings,Sunny,Dinner,228
BBQ Platter,Sunny,Dinner,428
Steak,Sunny,Dinner,392
Soup,Sunny,Dinner,107
Tomato Soup,Sunny,Dinner,126
Chicken Corn Soup,Sunny,Dinner,144
Hot & Sour Soup,Sunny,Dinner,136
Cold Coffee,Sunny,Lunch,119
Coffee,Sunny,Breakfast,74
Cappuccino,Sunny,Lunch,121
Latte,Sunny,Breakfast,116
Espresso,Sunny,Breakfast,90
Tea,Sunny,Breakfast,37
Milk Tea,Sunny,Breakfast,47
Green Tea,Sunny,Breakfast,55
Hot Chocolate,Sunny,Breakfast,127
Lemonade,Sunny,Lunch,80
Orange Juice,Sunny,Breakfast,100
Mango Juice,Sunny,Lunch,104
Apple Juice,Sunny,Breakfast,101
Watermelon Juice,Sunny,Lunch,89
Milkshake,Sunny,Breakfast,137
Chocolate Milkshake,Sunny,Dinner,156
Vanilla Milkshake,Sunny,Dinner,154
Faluda,Sunny,Dinner,165
Ice Cream,Sunny,Dinner,103
Brownie,Sunny,Dinner,133
Cheesecake,Sunny,Dinner,190
Chocolate Cake,Sunny,Dinner,167
Red Velvet Cake,Sunny,Dinner,189
Donut,Sunny,Breakfast,60
Muffin,Sunny,Breakfast,73
Paratha & Egg,Rainy,Breakfast,84
French Toast,Rainy,Breakfast,113
Pancakes,Rainy,Breakfast,146
Waffles,Rainy,Breakfast,153
Omelette,Rainy,Breakfast,90
Scrambled Eggs,Rainy,Breakfast,99
Boiled Egg Set,Rainy,Breakfast,73
Porridge,Rainy,Breakfast,88
Fruit Bowl,Rainy,Dinner,131
Yogurt Parfait,Rainy,Breakfast,136
Toast & Jam,Rainy,Breakfast,71
Butter Toast,Rainy,Breakfast,59
Croissant,Rainy,Breakfast,100
Breakfast Burrito,Rainy,Breakfast,164
Hash Browns,Rainy,Breakfast,76
Samosa,Rainy,Breakfast,29
Singara,Rainy,Breakfast,28
Vegetable Roll,Rainy,Breakfast,48
Chicken Sandwich,Rainy,Lunch,151
Club Sandwich,Rainy,Lunch,163
Grilled Cheese Sandwich,Rainy,Lunch,135
Chicken Burger,Rainy,Lunch,158
Beef Burger,Rainy,Lunch,197
Veg Burger,Rainy,Lunch,135
Chicken Shawarma,Rainy,Lunch,177
Beef Shawarma,Rainy,Lunch,180
Chicken Wrap,Rainy,Lunch,158
Caesar Salad,Rainy,Lunch,185
Greek Salad,Rainy,Lunch,196
Chicken Caesar Salad,Rainy,Lunch,219
Fried Rice,Rainy,Lunch,193
Chicken Fried Rice,Rainy,Lunch,220
Egg Fried Rice,Rainy,Lunch,182
Vegetable Fried Rice,Rainy,Lunch,166
Noodles,Rainy,Lunch,165
Chicken Noodles,Rainy,Lunch,197
Vegetable Noodles,Rainy,Lunch,167
Pasta Alfredo,Rainy,Lunch,235
Spicy Pasta,Rainy,Lunch,218
Mac & Cheese,Rainy,Lunch,215
Chicken Pizza,Rainy,Dinner,281
Beef Pizza,Rainy,Dinner,308
Veg Pizza,Rainy,Dinner,244
Margherita Pizza,Rainy,Dinner,250
BBQ Chicken Pizza,Rainy,Dinner,310
Beef Biryani,Rainy,Dinner,231
Chicken Biryani,Rainy,Dinner,217
Kacchi Biryani,Rainy,Dinner,300
Tehari,Rainy,Dinner,187
Khichuri,Rainy,Dinner,172
Mutton Curry,Rainy,Dinner,275
Chicken Curry,Rainy,Dinner,207
Beef Curry,Rainy,Dinner,226
Fish Curry,Rainy,Dinner,201
Dal,Rainy,Dinner,108
Mixed Vegetables,Rainy,Dinner,123
Butter Naan,Rainy,Dinner,47
Garlic Naan,Rainy,Dinner,67
Chapati,Rainy,Dinner,36
Grilled Chicken,Rainy,Dinner,253
Tandoori Chicken,Rainy,Dinner,272
Chicken Wings,Rainy,Dinner,231
BBQ Platter,Rainy,Dinner,431
Steak,Rainy,Dinner,402
Soup,Rainy,Dinner,128
Tomato Soup,Rainy,Dinner,126
Chicken Corn Soup,Rainy,Dinner,150
Hot & Sour Soup,Rainy,Dinner,144
Cold Coffee,Rainy,Lunch,132
Coffee,Rainy,Breakfast,71
Cappuccino,Rainy,Breakfast,118
Latte,Rainy,Breakfast,120
Espresso,Rainy,Breakfast,100
Tea,Rainy,Breakfast,54
Milk Tea,Rainy,Breakfast,61
Green Tea,Rainy,Breakfast,70
Hot Chocolate,Rainy,Breakfast,134
Lemonade,Rainy,Lunch,87
Orange Juice,Rainy,Breakfast,95
Mango Juice,Rainy,Lunch,121
Apple Juice,Rainy,Lunch,109
Watermelon Juice,Rainy,Lunch,100
Milkshake,Rainy,Dinner,154
Chocolate Milkshake,Rainy,Lunch,160
Vanilla Milkshake,Rainy,Breakfast,152
Faluda,Rainy,Dinner,168
Ice Cream,Rainy,Dinner,107
Brownie,Rainy,Dinner,137
Cheesecake,Rainy,Dinner,191
Chocolate Cake,Rainy,Dinner,170
Red Velvet Cake,Rainy,Dinner,189
Donut,Rainy,Breakfast,73
Muffin,Rainy,Breakfast,82
Paratha & Egg,Cloudy,Breakfast,87
French Toast,Cloudy,Breakfast,110
Pancakes,Cloudy,Breakfast,143
Waffles,Cloudy,Breakfast,149
Omelette,Cloudy,Breakfast,98
Scrambled Eggs,Cloudy,Breakfast,98
Boiled Egg Set,Cloudy,Breakfast,70
Porridge,Cloudy,Breakfast,89
Fruit Bowl,Cloudy,Breakfast,116
Yogurt Parfait,Cloudy,Breakfast,134
Toast & Jam,Cloudy,Breakfast,66
Butter Toast,Cloudy,Breakfast,55
Croissant,Cloudy,Breakfast,92
Breakfast Burrito,Cloudy,Breakfast,167
Hash Browns,Cloudy,Breakfast,82
Samosa,Cloudy,Lunch,35
Singara,Cloudy,Breakfast,25
Vegetable Roll,Cloudy,Breakfast,31
Chicken Sandwich,Cloudy,Lunch,146
Club Sandwich,Cloudy,Lunch,156
Grilled Cheese Sandwich,Cloudy,Lunch,124
Chicken Burger,Cloudy,Lunch,157
Beef Burger,Cloudy,Lunch,189
Veg Burger,Cloudy,Lunch,137
Chicken Shawarma,Cloudy,Lunch,161
Beef Shawarma,Cloudy,Lunch,185
Chicken Wrap,Cloudy,Lunch,159
Caesar Salad,Cloudy,Lunch,173
Greek Salad,Cloudy,Lunch,193
Chicken Caesar Salad,Cloudy,Lunch,221
Fried Rice,Cloudy,Lunch,191
Chicken Fried Rice,Cloudy,Lunch,220
Egg Fried Rice,Cloudy,Breakfast,169
Vegetable Fried Rice,Cloudy,Lunch,168
Noodles,Cloudy,Lunch,163
Chicken Noodles,Cloudy,Lunch,194
Vegetable Noodles,Cloudy,Lunch,154
Pasta Alfredo,Cloudy,Lunch,231
Spicy Pasta,Cloudy,Lunch,222
Mac & Cheese,Cloudy,Lunch,204
Chicken Pizza,Cloudy,Dinner,269
Beef Pizza,Cloudy,Dinner,299
Veg Pizza,Cloudy,Dinner,238
Margherita Pizza,Cloudy,Dinner,253
BBQ Chicken Pizza,Cloudy,Dinner,314
Beef Biryani,Cloudy,Dinner,233
Chicken Biryani,Cloudy,Dinner,217
Kacchi Biryani,Cloudy,Dinner,296
Tehari,Cloudy,Dinner,188
Khichuri,Cloudy,Dinner,154
Mutton Curry,Cloudy,Dinner,269
Chicken Curry,Cloudy,Dinner,201
Beef Curry,Cloudy,Dinner,224
Fish Curry,Cloudy,Dinner,200
Dal,Cloudy,Dinner,97
Mixed Vegetables,Cloudy,Dinner,121
Butter Naan,Cloudy,Dinner,49
Garlic Naan,Cloudy,Dinner,53
Chapati,Cloudy,Dinner,37
Grilled Chicken,Cloudy,Dinner,247
Tandoori Chicken,Cloudy,Dinner,266
Chicken Wings,Cloudy,Dinner,232
BBQ Platter,Cloudy,Dinner,434
Steak,Cloudy,Dinner,387
Soup,Cloudy,Dinner,116
Tomato Soup,Cloudy,Dinner,123
Chicken Corn Soup,Cloudy,Dinner,138
Hot & Sour Soup,Cloudy,Dinner,136
Cold Coffee,Cloudy,Lunch,121
Coffee,Cloudy,Breakfast,73
Cappuccino,Cloudy,Breakfast,115
Latte,Cloudy,Breakfast,124
Espresso,Cloudy,Breakfast,94
Tea,Cloudy,Breakfast,46
Milk Tea,Cloudy,Breakfast,48
Green Tea,Cloudy,Breakfast,59
Hot Chocolate,Cloudy,Breakfast,131
Lemonade,Cloudy,Lunch,91
Orange Juice,Cloudy,Breakfast,96
Mango Juice,Cloudy,Lunch,111
Apple Juice,Cloudy,Lunch,105
Watermelon Juice,Cloudy,Lunch,93
Milkshake,Cloudy,Dinner,158
Chocolate Milkshake,Cloudy,Dinner,167
Vanilla Milkshake,Cloudy,Lunch,149
Faluda,Cloudy,Dinner,164
Ice Cream,Cloudy,Dinner,96
Brownie,Cloudy,Dinner,137
Cheesecake,Cloudy,Dinner,187
Chocolate Cake,Cloudy,Dinner,169
Red Velvet Cake,Cloudy,Dinner,187
Donut,Cloudy,Breakfast,65
Muffin,Cloudy,Breakfast,76
Paratha & Egg,Cold,Breakfast,93
French Toast,Cold,Dinner,132
Pancakes,Cold,Breakfast,151
Waffles,Cold,Breakfast,153
Omelette,Cold,Breakfast,98
Scrambled Eggs,Cold,Breakfast,108
Boiled Egg Set,Cold,Breakfast,79
Porridge,Cold,Breakfast,93
Fruit Bowl,Cold,Breakfast,133
Yogurt Parfait,Cold,Breakfast,136
Toast & Jam,Cold,Breakfast,66
Butter Toast,Cold,Breakfast,62
Croissant,Cold,Breakfast,93
Breakfast Burrito,Cold,Breakfast,167
Hash Browns,Cold,Lunch,85
Samosa,Cold,Breakfast,36
Singara,Cold,Breakfast,30
Vegetable Roll,Cold,Breakfast,48
Chicken Sandwich,Cold,Lunch,156
Club Sandwich,Cold,Lunch,165
Grilled Cheese Sandwich,Cold,Lunch,134
Chicken Burger,Cold,Lunch,158
Beef Burger,Cold,Lunch,195
Veg Burger,Cold,Lunch,142
Chicken Shawarma,Cold,Lunch,170
Beef Shawarma,Cold,Lunch,187
Chicken Wrap,Cold,Lunch,161
Caesar Salad,Cold,Lunch,183
Greek Salad,Cold,Lunch,190
Chicken Caesar Salad,Cold,Lunch,227
Fried Rice,Cold,Lunch,199
Chicken Fried Rice,Cold,Lunch,229
Egg Fried Rice,Cold,Lunch,180
Vegetable Fried Rice,Cold,Lunch,173
Noodles,Cold,Lunch,170
Chicken Noodles,Cold,Lunch,200
Vegetable Noodles,Cold,Lunch,160
Pasta Alfredo,Cold,Lunch,231
Spicy Pasta,Cold,Lunch,222
Mac & Cheese,Cold,Lunch,208
Chicken Pizza,Cold,Dinner,279
Beef Pizza,Cold,Dinner,312
Veg Pizza,Cold,Dinner,243
Margherita Pizza,Cold,Dinner,261
BBQ Chicken Pizza,Cold,Dinner,318
Beef Biryani,Cold,Dinner,236
Chicken Biryani,Cold,Dinner,218
Kacchi Biryani,Cold,Dinner,297
Tehari,Cold,Dinner,186
Khichuri,Cold,Breakfast,154
Mutton Curry,Cold,Dinner,278
Chicken Curry,Cold,Dinner,210
Beef Curry,Cold,Lunch,226
Fish Curry,Cold,Dinner,205
Dal,Cold,Dinner,103
Mixed Vegetables,Cold,Dinner,124
Butter Naan,Cold,Dinner,48
Garlic Naan,Cold,Dinner,62
Chapati,Cold,Dinner,39
Grilled Chicken,Cold,Dinner,265
Tandoori Chicken,Cold,Breakfast,272
Chicken Wings,Cold,Dinner,245
BBQ Platter,Cold,Dinner,437
Steak,Cold,Dinner,394
Soup,Cold,Dinner,131
Tomato Soup,Cold,Dinner,134
Chicken Corn Soup,Cold,Dinner,147
Hot & Sour Soup,Cold,Dinner,150
Cold Coffee,Cold,Lunch,130
Coffee,Cold,Breakfast,84
Cappuccino,Cold,Breakfast,119
Latte,Cold,Breakfast,131
Espresso,Cold,Breakfast,117
Tea,Cold,Breakfast,63
Milk Tea,Cold,Breakfast,61
Green Tea,Cold,Breakfast,77
Hot Chocolate,Cold,Breakfast,147
Lemonade,Cold,Lunch,96
Orange Juice,Cold,Breakfast,99
Mango Juice,Cold,Lunch,114
Apple Juice,Cold,Lunch,120
Watermelon Juice,Cold,Dinner,115
Milkshake,Cold,Dinner,165
Chocolate Milkshake,Cold,Dinner,164
Vanilla Milkshake,Cold,Dinner,160
Faluda,Cold,Dinner,174
Ice Cream,Cold,Dinner,115
Brownie,Cold,Dinner,145
Cheesecake,Cold,Breakfast,186
Chocolate Cake,Cold,Dinner,177
Red Velvet Cake,Cold,Dinner,193
Donut,Cold,Breakfast,75
Muffin,Cold,Breakfast,89
Paratha & Egg,Hot,Dinner,83
French Toast,Hot,Breakfast,107
Pancakes,Hot,Breakfast,134
Waffles,Hot,Lunch,146
Omelette,Hot,Breakfast,90
Scrambled Eggs,Hot,Breakfast,87
Boiled Egg Set,Hot,Breakfast,61
Porridge,Hot,Breakfast,83
Fruit Bowl,Hot,Breakfast,121
Yogurt Parfait,Hot,Breakfast,131
Toast & Jam,Hot,Breakfast,56
Butter Toast,Hot,Breakfast,47
Croissant,Hot,Breakfast,82
Breakfast Burrito,Hot,Breakfast,152
Hash Browns,Hot,Breakfast,66
Samosa,Hot,Breakfast,23
Singara,Hot,Breakfast,17
Vegetable Roll,Hot,Breakfast,36
Chicken Sandwich,Hot,Lunch,143
Club Sandwich,Hot,Lunch,155
Grilled Cheese Sandwich,Hot,Lunch,124
Chicken Burger,Hot,Lunch,154
Beef Burger,Hot,Lunch,177
Veg Burger,Hot,Lunch,126
Chicken Shawarma,Hot,Breakfast,153
Beef Shawarma,Hot,Lunch,176
Chicken Wrap,Hot,Lunch,156
Caesar Salad,Hot,Lunch,175
Greek Salad,Hot,Lunch,179
Chicken Caesar Salad,Hot,Lunch,211
Fried Rice,Hot,Lunch,184
Chicken Fried Rice,Hot,Lunch,208
Egg Fried Rice,Hot,Lunch,174
Vegetable Fried Rice,Hot,Lunch,162
Noodles,Hot,Dinner,161
Chicken Noodles,Hot,Lunch,192
Vegetable Noodles,Hot,Lunch,146
Pasta Alfredo,Hot,Lunch,224
Spicy Pasta,Hot,Lunch,208
Mac & Cheese,Hot,Lunch,205
Chicken Pizza,Hot,Dinner,266
Beef Pizza,Hot,Breakfast,292
Veg Pizza,Hot,Dinner,241
Margherita Pizza,Hot,Dinner,243
BBQ Chicken Pizza,Hot,Dinner,303
Beef Biryani,Hot,Dinner,231
Chicken Biryani,Hot,Dinner,212
Kacchi Biryani,Hot,Dinner,280
Tehari,Hot,Lunch,175
Khichuri,Hot,Dinner,154
Mutton Curry,Hot,Dinner,267
Chicken Curry,Hot,Dinner,192
Beef Curry,Hot,Dinner,222
Fish Curry,Hot,Dinner,188
Dal,Hot,Dinner,93
Mixed Vegetables,Hot,Dinner,114
Butter Naan,Hot,Dinner,43
Garlic Naan,Hot,Dinner,57
Chapati,Hot,Dinner,24
Grilled Chicken,Hot,Dinner,252
Tandoori Chicken,Hot,Dinner,271
Chicken Wings,Hot,Dinner,225
BBQ Platter,Hot,Dinner,429
Steak,Hot,Dinner,388
Soup,Hot,Dinner,104
Tomato Soup,Hot,Dinner,121
Chicken Corn Soup,Hot,Dinner,138
Hot & Sour Soup,Hot,Dinner,133
Cold Coffee,Hot,Lunch,129
Coffee,Hot,Breakfast,61
Cappuccino,Hot,Breakfast,101
Latte,Hot,Breakfast,121
Espresso,Hot,Breakfast,86
Tea,Hot,Breakfast,30
Milk Tea,Hot,Breakfast,50
Green Tea,Hot,Breakfast,53
Hot Chocolate,Hot,Breakfast,129
Lemonade,Hot,Lunch,82
Orange Juice,Hot,Breakfast,99
Mango Juice,Hot,Lunch,109
Apple Juice,Hot,Lunch,107
Watermelon Juice,Hot,Lunch,101
Milkshake,Hot,Dinner,157
Chocolate Milkshake,Hot,Dinner,157
Vanilla Milkshake,Hot,Dinner,150
Faluda,Hot,Dinner,160
Ice Cream,Hot,Dinner,97
Brownie,Hot,Dinner,125
Cheesecake,Hot,Dinner,190
Chocolate Cake,Hot,Breakfast,155
Red Velvet Cake,Hot,Dinner,175
Donut,Hot,Breakfast,66
Muffin,Hot,Breakfast,72
Paratha & Egg,Sunny,Breakfast,79
French Toast,Sunny,Breakfast,105
Pancakes,Sunny,Breakfast,136
Waffles,Sunny,Breakfast,146
Omelette,Sunny,Breakfast,88
Scrambled Eggs,Sunny,Breakfast,90
Boiled Egg Set,Sunny,Breakfast,67
Porridge,Sunny,Breakfast,88
Fruit Bowl,Sunny,Breakfast,118
Yogurt Parfait,Sunny,Breakfast,126
Toast & Jam,Sunny,Breakfast,60
Butter Toast,Sunny,Breakfast,53
Croissant,Sunny,Breakfast,95
Breakfast Burrito,Sunny,Breakfast,162
Hash Browns,Sunny,Breakfast,79
Samosa,Sunny,Breakfast,30
Singara,Sunny,Breakfast,17
Vegetable Roll,Sunny,Breakfast,38
Chicken Sandwich,Sunny,Lunch,146
Club Sandwich,Sunny,Lunch,164
Grilled Cheese Sandwich,Sunny,Lunch,130
Chicken Burger,Sunny,Lunch,149
Beef Burger,Sunny,Lunch,180
Veg Burger,Sunny,Lunch,129
Chicken Shawarma,Sunny,Lunch,168
Beef Shawarma,Sunny,Lunch,178
Chicken Wrap,Sunny,Lunch,150
Caesar Salad,Sunny,Lunch,175
Greek Salad,Sunny,Lunch,189
Chicken Caesar Salad,Sunny,Lunch,214
Fried Rice,Sunny,Lunch,187
Chicken Fried Rice,Sunny,Lunch,212
Egg Fried Rice,Sunny,Lunch,176
Vegetable Fried Rice,Sunny,Lunch,161
Noodles,Sunny,Lunch,166
Chicken Noodles,Sunny,Lunch,189
Vegetable Noodles,Sunny,Lunch,149
Pasta Alfredo,Sunny,Lunch,223
Spicy Pasta,Sunny,Lunch,220
Mac & Cheese,Sunny,Lunch,209
Chicken Pizza,Sunny,Dinner,264
Beef Pizza,Sunny,Dinner,298
Veg Pizza,Sunny,Dinner,246
Margherita Pizza,Sunny,Dinner,251
BBQ Chicken Pizza,Sunny,Dinner,307
Beef Biryani,Sunny,Dinner,226
Chicken Biryani,Sunny,Dinner,211
Kacchi Biryani,Sunny,Dinner,291
Tehari,Sunny,Dinner,184
Khichuri,Sunny,Dinner,159
Mutton Curry,Sunny,Dinner,270
Chicken Curry,Sunny,Dinner,201
Beef Curry,Sunny,Dinner,225
Fish Curry,Sunny,Dinner,201
Dal,Sunny,Dinner,101
Mixed Vegetables,Sunny,Dinner,121
Butter Naan,Sunny,Dinner,41
Garlic Naan,Sunny,Dinner,53
Chapati,Sunny,Dinner,36
Grilled Chicken,Sunny,Dinner,248
Tandoori Chicken,Sunny,Dinner,273
Chicken Wings,Sunny,Dinner,228
BBQ Platter,Sunny,Dinner,435
Steak,Sunny,Dinner,396
Soup,Sunny,Dinner,115
Tomato Soup,Sunny,Dinner,117
Chicken Corn Soup,Sunny,Dinner,134
Hot & Sour Soup,Sunny,Dinner,130
Cold Coffee,Sunny,Lunch,129
Coffee,Sunny,Breakfast,71
Cappuccino,Sunny,Breakfast,110
Latte,Sunny,Breakfast,119
Espresso,Sunny,Breakfast,91
Tea,Sunny,Breakfast,37
Milk Tea,Sunny,Breakfast,46
Green Tea,Sunny,Breakfast,60
Hot Chocolate,Sunny,Breakfast,131
Lemonade,Sunny,Lunch,85
Orange Juice,Sunny,Breakfast,95
Mango Juice,Sunny,Lunch,104
Apple Juice,Sunny,Lunch,111
Watermelon Juice,Sunny,Lunch,92
Milkshake,Sunny,Dinner,156
Chocolate Milkshake,Sunny,Dinner,155
Vanilla Milkshake,Sunny,Dinner,154
Faluda,Sunny,Dinner,158
Ice Cream,Sunny,Dinner,94
Brownie,Sunny,Dinner,128
Cheesecake,Sunny,Dinner,194
Chocolate Cake,Sunny,Dinner,164
Red Velvet Cake,Sunny,Dinner,189
Donut,Sunny,Breakfast,63
Muffin,Sunny,Breakfast,75
Paratha & Egg,Rainy,Breakfast,91
French Toast,Rainy,Breakfast,122
Pancakes,Rainy,Breakfast,145
Waffles,Rainy,Breakfast,157
Omelette,Rainy,Breakfast,98
Scrambled Eggs,Rainy,Breakfast,105
Boiled Egg Set,Rainy,Breakfast,82
Porridge,Rainy,Dinner,107
Fruit Bowl,Rainy,Breakfast,125
Yogurt Parfait,Rainy,Breakfast,142
Toast & Jam,Rainy,Breakfast,62
Butter Toast,Rainy,Breakfast,65
Croissant,Rainy,Lunch,101
Breakfast Burrito,Rainy,Breakfast,168
Hash Browns,Rainy,Breakfast,76
Samosa,Rainy,Breakfast,41
Singara,Rainy,Breakfast,29
Vegetable Roll,Rainy,Breakfast,41
Chicken Sandwich,Rainy,Lunch,153
Club Sandwich,Rainy,Lunch,163
Grilled Cheese Sandwich,Rainy,Lunch,129
Chicken Burger,Rainy,Lunch,162
Beef Burger,Rainy,Lunch,191
Veg Burger,Rainy,Lunch,143
Chicken Shawarma,Rainy,Lunch,175
Beef Shawarma,Rainy,Lunch,188
Chicken Wrap,Rainy,Lunch,158
Caesar Salad,Rainy,Lunch,184
Greek Salad,Rainy,Lunch,197
Chicken Caesar Salad,Rainy,Lunch,222
Fried Rice,Rainy,Lunch,194
Chicken Fried Rice,Rainy,Lunch,220
Egg Fried Rice,Rainy,Lunch,182
Vegetable Fried Rice,Rainy,Lunch,169
Noodles,Rainy,Lunch,168
Chicken Noodles,Rainy,Lunch,197
Vegetable Noodles,Rainy,Lunch,165
Pasta Alfredo,Rainy,Lunch,230
Spicy Pasta,Rainy,Lunch,217
Mac & Cheese,Rainy,Lunch,217
Chicken Pizza,Rainy,Dinner,279
Beef Pizza,Rainy,Dinner,309
Veg Pizza,Rainy,Dinner,247
Margherita Pizza,Rainy,Dinner,262
BBQ Chicken Pizza,Rainy,Dinner,318
Beef Biryani,Rainy,Dinner,236
Chicken Biryani,Rainy,Dinner,212
Kacchi Biryani,Rainy,Dinner,299
Tehari,Rainy,Dinner,185
Khichuri,Rainy,Dinner,163
Mutton Curry,Rainy,Dinner,270
Chicken Curry,Rainy,Dinner,200
Beef Curry,Rainy,Dinner,232
Fish Curry,Rainy,Dinner,195
Dal,Rainy,Dinner,109
Mixed Vegetables,Rainy,Dinner,123
Butter Naan,Rainy,Dinner,48
Garlic Naan,Rainy,Dinner,60
Chapati,Rainy,Dinner,39
Grilled Chicken,Rainy,Dinner,256
Tandoori Chicken,Rainy,Dinner,281
Chicken Wings,Rainy,Dinner,239
BBQ Platter,Rainy,Dinner,442
Steak,Rainy,Dinner,392
Soup,Rainy,Dinner,122
Tomato Soup,Rainy,Dinner,125
Chicken Corn Soup,Rainy,Lunch,143
Hot & Sour Soup,Rainy,Dinner,147
Cold Coffee,Rainy,Lunch,137
Coffee,Rainy,Breakfast,79
Cappuccino,Rainy,Breakfast,120
Latte,Rainy,Breakfast,128
Espresso,Rainy,Lunch,100
Tea,Rainy,Breakfast,54
Milk Tea,Rainy,Breakfast,64
Green Tea,Rainy,Breakfast,70
Hot Chocolate,Rainy,Breakfast,139
Lemonade,Rainy,Lunch,85
Orange Juice,Rainy,Breakfast,104
Mango Juice,Rainy,Lunch,110
Apple Juice,Rainy,Lunch,106
Watermelon Juice,Rainy,Lunch,100
Milkshake,Rainy,Dinner,152
Chocolate Milkshake,Rainy,Dinner,164
Vanilla Milkshake,Rainy,Lunch,162
Faluda,Rainy,Dinner,166
Ice Cream,Rainy,Dinner,105
Brownie,Rainy,Dinner,130
Cheesecake,Rainy,Dinner,190
Chocolate Cake,Rainy,Dinner,170
Red Velvet Cake,Rainy,Dinner,186
Donut,Rainy,Breakfast,75
Muffin,Rainy,Breakfast,85
Paratha & Egg,Cloudy,Breakfast,78
French Toast,Cloudy,Dinner,126
Pancakes,Cloudy,Breakfast,138
Waffles,Cloudy,Breakfast,157
Omelette,Cloudy,Breakfast,91
Scrambled Eggs,Cloudy,Breakfast,103
Boiled Egg Set,Cloudy,Breakfast,76
Porridge,Cloudy,Breakfast,82
Fruit Bowl,Cloudy,Breakfast,117
Yogurt Parfait,Cloudy,Breakfast,134
Toast & Jam,Cloudy,Breakfast,62
Butter Toast,Cloudy,Breakfast,62
Croissant,Cloudy,Dinner,105
Breakfast Burrito,Cloudy,Dinner,178
Hash Browns,Cloudy,Breakfast,80
Samosa,Cloudy,Breakfast,22
Singara,Cloudy,Breakfast,17
Vegetable Roll,Cloudy,Breakfast,35
Chicken Sandwich,Cloudy,Lunch,158
Club Sandwich,Cloudy,Lunch,160
Grilled Cheese Sandwich,Cloudy,Lunch,127
Chicken Burger,Cloudy,Lunch,156
Beef Burger,Cloudy,Lunch,186
Veg Burger,Cloudy,Lunch,136
Chicken Shawarma,Cloudy,Lunch,166
Beef Shawarma,Cloudy,Lunch,179
Chicken Wrap,Cloudy,Lunch,161
Caesar Salad,Cloudy,Lunch,180
Greek Salad,Cloudy,Breakfast,178
Chicken Caesar Salad,Cloudy,Lunch,222
Fried Rice,Cloudy,Lunch,191
Chicken Fried Rice,Cloudy,Lunch,212
Egg Fried Rice,Cloudy,Lunch,176
Vegetable Fried Rice,Cloudy,Lunch,168
Noodles,Cloudy,Lunch,162
Chicken Noodles,Cloudy,Lunch,192
Vegetable Noodles,Cloudy,Lunch,157
Pasta Alfredo,Cloudy,Lunch,232
Spicy Pasta,Cloudy,Lunch,215
Mac & Cheese,Cloudy,Lunch,212
Chicken Pizza,Cloudy,Dinner,268
Beef Pizza,Cloudy,Dinner,301
Veg Pizza,Cloudy,Dinner,237
Margherita Pizza,Cloudy,Dinner,253
BBQ Chicken Pizza,Cloudy,Dinner,310
Beef Biryani,Cloudy,Dinner,235
Chicken Biryani,Cloudy,Dinner,208
Kacchi Biryani,Cloudy,Dinner,291
Tehari,Cloudy,Dinner,177
Khichuri,Cloudy,Dinner,158
Mutton Curry,Cloudy,Dinner,274
Chicken Curry,Cloudy,Dinner,202
Beef Curry,Cloudy,Dinner,216
Fish Curry,Cloudy,Breakfast,193
Dal,Cloudy,Dinner,99
Mixed Vegetables,Cloudy,Dinner,116
Butter Naan,Cloudy,Dinner,50
Garlic Naan,Cloudy,Dinner,60
Chapati,Cloudy,Dinner,28
Grilled Chicken,Cloudy,Dinner,247
Tandoori Chicken,Cloudy,Dinner,276
Chicken Wings,Cloudy,Dinner,232
BBQ Platter,Cloudy,Dinner,429
Steak,Cloudy,Dinner,391
Soup,Cloudy,Dinner,115
Tomato Soup,Cloudy,Dinner,118
Chicken Corn Soup,Cloudy,Dinner,142
Hot & Sour Soup,Cloudy,Dinner,143
Cold Coffee,Cloudy,Lunch,123
Coffee,Cloudy,Breakfast,73
Cappuccino,Cloudy,Breakfast,117
Latte,Cloudy,Breakfast,117
Espresso,Cloudy,Breakfast,100
Tea,Cloudy,Breakfast,36
Milk Tea,Cloudy,Breakfast,54
Green Tea,Cloudy,Breakfast,58
